price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,age_house,building_renewal,statezip
762000.0,5.0,2.0,3370.0,5000.0,1.5,0.0,4.0,1230.0,107,107,WA 98109
413500.0,2.0,1.0,770.0,4000.0,1.0,0.0,5.0,0.0,90,58,WA 98117
524950.0,3.0,1.75,1890.0,3825.0,1.0,0.0,3.0,600.0,40,40,WA 98117
461000.0,2.0,1.0,1060.0,7193.0,1.0,0.0,3.0,0.0,88,11,WA 98133
885000.0,4.0,2.75,2730.0,3560.0,1.5,0.0,3.0,1180.0,93,7,WA 98115
333000.0,4.0,2.0,1580.0,7800.0,2.0,0.0,2.0,0.0,108,108,WA 98144
485000.0,3.0,1.0,1500.0,4100.0,1.5,0.0,3.0,130.0,88,11,WA 98107
482500.0,3.0,2.25,1450.0,1445.0,2.0,0.0,3.0,470.0,9,9,WA 98122
485000.0,2.0,2.25,1260.0,1240.0,3.0,0.0,3.0,0.0,10,11,WA 98103
850000.0,4.0,3.5,2640.0,5900.0,2.0,2.0,3.0,0.0,77,16,WA 98136
700000.0,3.0,1.75,2010.0,4905.0,1.0,0.0,5.0,780.0,102,102,WA 98122
368000.0,2.0,1.5,1660.0,4680.0,1.0,0.0,5.0,830.0,106,106,WA 98146
433500.0,3.0,2.5,2200.0,3360.0,2.0,0.0,3.0,0.0,5,5,WA 98118
367000.0,2.0,1.0,700.0,2334.0,1.0,0.0,3.0,0.0,69,4,WA 98117
477000.0,3.0,2.5,1350.0,2053.0,3.0,0.0,3.0,0.0,9,9,WA 98117
518000.0,3.0,2.5,1680.0,2096.0,2.0,0.0,3.0,300.0,6,6,WA 98117
1190000.0,4.0,3.0,2240.0,6000.0,1.5,0.0,4.0,970.0,100,69,WA 98109
137000.0,3.0,1.0,950.0,7620.0,1.0,0.0,3.0,0.0,60,9,WA 98106
640000.0,2.0,2.25,1540.0,958.0,3.0,0.0,3.0,0.0,7,7,WA 98122
271310.0,2.0,1.0,870.0,5340.0,1.5,0.0,2.0,0.0,108,108,WA 98144
479000.0,3.0,2.5,1260.0,889.0,3.0,0.0,3.0,0.0,6,6,WA 98109
520000.0,4.0,3.5,2680.0,10000.0,2.0,0.0,3.0,640.0,72,0,WA 98125
599950.0,3.0,2.5,2660.0,4975.0,2.0,0.0,3.0,0.0,0,0,WA 98118
483945.0,2.0,1.75,1480.0,5120.0,1.0,0.0,4.0,640.0,63,15,WA 98116
192500.0,2.0,1.0,950.0,7692.0,1.0,0.0,3.0,0.0,88,11,WA 98168
330000.0,2.0,1.0,860.0,8308.0,1.0,0.0,4.0,0.0,66,66,WA 98146
243000.0,2.0,1.0,1770.0,5522.0,1.5,0.0,4.0,810.0,71,71,WA 98178
575000.0,4.0,1.75,1280.0,6060.0,1.0,0.0,3.0,420.0,88,11,WA 98117
710000.0,2.0,1.0,1790.0,4000.0,1.0,0.0,4.0,750.0,91,91,WA 98112
490000.0,3.0,1.0,1910.0,8190.0,1.0,0.0,4.0,900.0,68,25,WA 98117
467000.0,3.0,2.25,1270.0,1213.0,2.0,0.0,3.0,230.0,9,9,WA 98107
480000.0,4.0,2.75,2050.0,3960.0,1.0,0.0,4.0,870.0,28,28,WA 98116
755000.0,6.0,2.0,2150.0,4505.0,1.0,0.0,3.0,880.0,62,6,WA 98119
387000.0,2.0,2.25,1230.0,1280.0,2.0,0.0,3.0,270.0,2,102,WA 98144
570000.0,2.0,1.75,1540.0,4025.0,1.0,0.0,4.0,350.0,106,106,WA 98116
387500.0,4.0,1.0,1320.0,4440.0,1.5,0.0,3.0,0.0,85,85,WA 98122
396675.0,2.0,1.0,1730.0,6375.0,2.0,0.0,4.0,0.0,69,69,WA 98126
452000.0,4.0,1.0,1210.0,3760.0,1.5,0.0,3.0,0.0,114,9,WA 98103
792000.0,3.0,1.5,1570.0,1050.0,2.0,0.0,3.0,0.0,99,99,WA 98109
440000.0,2.0,1.75,1300.0,4000.0,2.0,0.0,3.0,0.0,66,20,WA 98105
525000.0,3.0,1.5,1540.0,4773.0,2.0,0.0,3.0,0.0,73,5,WA 98126
978000.0,4.0,2.75,2620.0,13777.0,1.5,2.0,4.0,900.0,88,21,WA 98144
1125000.0,6.0,3.0,2880.0,3192.0,2.0,0.0,4.0,700.0,95,29,WA 98103
700000.0,4.0,1.0,1680.0,4021.0,1.5,0.0,3.0,0.0,93,14,WA 98103
309000.0,3.0,1.0,1092.0,7500.0,1.5,0.0,3.0,0.0,96,96,WA 98106
699000.0,4.0,2.5,2650.0,7945.0,2.0,0.0,3.0,0.0,8,8,WA 98125
1100000.0,3.0,2.0,2390.0,6888.0,2.0,1.0,5.0,0.0,75,75,WA 98115
430000.0,3.0,1.75,1200.0,4500.0,1.0,0.0,5.0,0.0,108,108,WA 98108
376000.0,2.0,1.0,1150.0,4000.0,1.0,0.0,3.0,0.0,67,2,WA 98199
475000.0,4.0,1.75,1650.0,7775.0,1.0,0.0,4.0,500.0,64,31,WA 98133
619500.0,3.0,2.5,1700.0,4105.0,2.0,0.0,3.0,0.0,22,22,WA 98122
194000.0,1.0,1.0,820.0,1060.0,1.0,0.0,3.0,60.0,7,7,WA 98126
329000.0,4.0,2.5,1600.0,6765.0,1.0,0.0,3.0,770.0,67,3,WA 98106
494000.0,4.0,1.75,2090.0,4300.0,1.5,0.0,4.0,840.0,89,46,WA 98136
423000.0,4.0,1.75,1940.0,6909.0,1.0,0.0,4.0,970.0,73,16,WA 98133
345600.0,5.0,3.5,2800.0,5120.0,2.5,0.0,3.0,0.0,111,9,WA 98122
395000.0,3.0,1.5,1080.0,2940.0,1.5,0.0,4.0,0.0,94,94,WA 98115
380000.0,3.0,1.75,1690.0,1468.0,2.0,0.0,3.0,310.0,6,6,WA 98108
440000.0,3.0,1.5,1270.0,1443.0,3.0,0.0,3.0,0.0,7,7,WA 98115
415000.0,3.0,2.25,1970.0,2377.0,2.0,0.0,3.0,290.0,6,6,WA 98108
500000.0,3.0,2.5,1210.0,1200.0,3.0,0.0,3.0,0.0,6,6,WA 98103
953007.0,4.0,3.5,3120.0,5086.0,2.0,0.0,3.0,640.0,6,6,WA 98115
772000.0,3.0,2.25,1640.0,1204.0,3.0,0.0,3.0,0.0,0,0,WA 98112
305000.0,2.0,2.5,1590.0,2656.0,2.0,0.0,3.0,370.0,5,5,WA 98106
325000.0,3.0,1.0,990.0,6750.0,1.0,0.0,4.0,0.0,67,26,WA 98133
199000.0,4.0,2.0,2030.0,8120.0,2.0,0.0,3.0,0.0,64,9,WA 98178
635000.0,4.0,2.25,2750.0,6180.0,1.0,0.0,4.0,1250.0,66,66,WA 98118
210000.0,3.0,1.0,1240.0,4842.0,1.0,0.0,4.0,0.0,98,98,WA 98118
475000.0,4.0,2.0,1790.0,2250.0,1.0,2.0,4.0,950.0,105,25,WA 98103
230000.0,5.0,2.0,1930.0,6120.0,1.5,0.0,3.0,0.0,73,45,WA 98146
249900.0,2.0,1.0,1140.0,5500.0,1.0,0.0,3.0,0.0,67,2,WA 98106
270000.0,3.0,1.75,1390.0,10905.0,1.0,0.0,3.0,530.0,57,14,WA 98106
1003000.0,4.0,2.75,2290.0,6120.0,2.0,0.0,4.0,120.0,88,21,WA 98115
299800.0,2.0,1.0,790.0,5240.0,1.0,0.0,4.0,0.0,89,46,WA 98118
360000.0,2.0,0.75,850.0,7710.0,1.0,2.0,5.0,300.0,105,26,WA 98108
218000.0,3.0,1.0,1020.0,7874.0,1.0,0.0,3.0,0.0,58,13,WA 98106
452000.0,4.0,2.0,1660.0,6150.0,1.0,0.0,3.0,810.0,69,4,WA 98126
535000.0,2.0,1.0,1030.0,4841.0,1.0,0.0,3.0,110.0,75,45,WA 98103
430000.0,3.0,1.0,1150.0,3000.0,1.0,0.0,5.0,0.0,108,108,WA 98103
450000.0,2.0,1.0,1200.0,4000.0,1.0,0.0,3.0,130.0,74,18,WA 98126
525000.0,3.0,1.0,1450.0,4000.0,1.0,1.0,4.0,500.0,66,66,WA 98118
1220000.0,4.0,2.5,3240.0,3600.0,2.0,0.0,3.0,1180.0,6,6,WA 98109
540000.0,3.0,2.0,1470.0,1691.0,2.0,0.0,3.0,470.0,7,7,WA 98115
285000.0,3.0,1.75,2380.0,6000.0,1.5,0.0,3.0,1060.0,79,40,WA 98178
300000.0,2.0,1.0,970.0,13700.0,1.0,0.0,3.0,0.0,65,16,WA 98106
700000.0,4.0,3.25,2780.0,7875.0,2.0,0.0,3.0,0.0,8,8,WA 98133
334990.0,4.0,2.5,2220.0,4228.0,2.0,0.0,3.0,0.0,0,0,WA 98146
360000.0,3.0,2.5,1530.0,1131.0,3.0,0.0,3.0,0.0,5,5,WA 98103
373500.0,2.0,1.0,800.0,3330.0,1.0,0.0,3.0,0.0,96,96,WA 98107
494400.0,2.0,1.75,1560.0,1750.0,1.0,0.0,4.0,780.0,110,110,WA 98109
926300.0,3.0,1.5,1660.0,4800.0,2.0,0.0,3.0,0.0,107,31,WA 98119
600000.0,3.0,1.75,1650.0,5100.0,1.0,0.0,5.0,610.0,106,106,WA 98115
219900.0,3.0,1.0,910.0,6000.0,1.0,0.0,2.0,0.0,58,58,WA 98146
270000.0,2.0,1.5,840.0,867.0,2.0,0.0,3.0,0.0,9,9,WA 98115
432000.0,3.0,2.25,1470.0,1578.0,2.0,0.0,3.0,380.0,7,7,WA 98136
305000.0,4.0,1.75,2200.0,8100.0,1.5,0.0,5.0,800.0,72,72,WA 98168
235750.0,2.0,1.0,740.0,11250.0,1.0,0.0,2.0,0.0,76,76,WA 98146
657000.0,4.0,1.75,2740.0,8520.0,1.0,2.0,3.0,1370.0,60,9,WA 98118
150000.0,2.0,1.0,820.0,10270.0,1.0,0.0,3.0,0.0,60,9,WA 98168
319950.0,2.0,1.0,1070.0,5824.0,1.0,2.0,5.0,0.0,65,65,WA 98178
337000.0,3.0,1.0,1070.0,6109.0,1.0,0.0,5.0,0.0,63,63,WA 98125
492000.0,4.0,2.0,1640.0,5000.0,2.0,0.0,3.0,0.0,107,31,WA 98107
400000.0,3.0,1.0,1040.0,6250.0,1.0,0.0,3.0,0.0,72,15,WA 98136
431500.0,3.0,3.5,1900.0,1612.0,2.0,0.0,3.0,470.0,6,6,WA 98136
677000.0,3.0,2.0,2000.0,3207.0,1.0,0.0,4.0,900.0,98,98,WA 98103
1180500.0,3.0,1.75,1610.0,7200.0,1.0,0.0,3.0,520.0,41,1,WA 98112
168000.0,2.0,2.5,1160.0,2174.0,2.0,0.0,3.0,0.0,16,8,WA 98106
805000.0,4.0,2.75,2410.0,6000.0,1.0,0.0,5.0,1000.0,64,64,WA 98107
940000.0,4.0,2.75,2080.0,4000.0,1.5,0.0,3.0,0.0,102,14,WA 98107
380000.0,2.0,2.5,1230.0,987.0,2.0,0.0,3.0,170.0,3,3,WA 98144
353250.0,2.0,1.0,1060.0,1600.0,2.0,0.0,3.0,0.0,35,0,WA 98144
320000.0,3.0,2.25,998.0,844.0,2.0,0.0,3.0,200.0,7,7,WA 98117
321000.0,3.0,2.25,1347.0,1292.0,3.0,0.0,3.0,0.0,4,4,WA 98125
359000.0,3.0,1.5,1360.0,885.0,3.0,0.0,3.0,0.0,6,6,WA 98103
300000.0,5.0,2.5,2760.0,6000.0,2.0,0.0,3.0,0.0,8,8,WA 98108
380000.0,5.0,3.5,2420.0,4670.0,2.0,0.0,3.0,0.0,1,91,WA 98118
355000.0,3.0,2.25,1280.0,959.0,3.0,0.0,3.0,0.0,9,9,WA 98103
353000.0,1.0,1.0,550.0,1279.0,2.0,0.0,3.0,0.0,6,6,WA 98122
430000.0,2.0,2.5,1520.0,1588.0,2.0,0.0,3.0,280.0,7,7,WA 98144
460000.0,3.0,1.0,1670.0,4005.0,1.5,0.0,4.0,500.0,75,25,WA 98117
325000.0,3.0,1.0,1920.0,6862.0,1.0,2.0,3.0,800.0,62,6,WA 98118
662990.0,3.0,1.75,1240.0,3600.0,1.5,0.0,5.0,0.0,88,88,WA 98116
478000.0,3.0,1.0,1280.0,2580.0,1.5,0.0,3.0,0.0,104,0,WA 98115
515000.0,2.0,1.0,1680.0,6500.0,1.0,0.0,4.0,540.0,73,16,WA 98136
149000.0,3.0,1.0,1700.0,8645.0,1.0,0.0,3.0,0.0,59,9,WA 98146
526000.0,3.0,1.75,1680.0,3420.0,1.0,0.0,3.0,720.0,22,22,WA 98115
648475.0,4.0,2.75,2250.0,5700.0,1.0,0.0,3.0,1050.0,63,20,WA 98109
383000.0,3.0,1.0,1800.0,5612.0,1.0,0.0,4.0,600.0,72,32,WA 98126
449950.0,3.0,2.0,1560.0,4080.0,2.0,0.0,3.0,0.0,91,32,WA 98115
599000.0,3.0,2.75,1960.0,2500.0,1.5,0.0,5.0,550.0,88,88,WA 98103
595000.0,2.0,1.5,1030.0,4500.0,1.0,0.0,3.0,200.0,90,3,WA 98109
661254.0,4.0,4.0,2290.0,6250.0,1.5,0.0,5.0,600.0,74,74,WA 98116
641000.0,3.0,1.75,1620.0,3975.0,1.0,0.0,5.0,680.0,88,88,WA 98117
464600.0,3.0,1.75,1120.0,5500.0,1.5,0.0,4.0,0.0,89,46,WA 98136
300000.0,2.0,1.0,1340.0,7788.0,1.0,2.0,3.0,0.0,67,2,WA 98178
670500.0,4.0,2.0,1590.0,6750.0,1.0,0.0,3.0,0.0,63,20,WA 98102
552000.0,3.0,1.0,1430.0,5000.0,1.0,0.0,4.0,350.0,95,29,WA 98115
244000.0,4.0,1.0,1450.0,8960.0,1.0,0.0,3.0,0.0,71,12,WA 98146
530000.0,4.0,1.75,1814.0,5000.0,1.0,0.0,4.0,870.0,63,15,WA 98115
90000.0,2.0,1.0,580.0,7500.0,1.0,0.0,3.0,0.0,71,12,WA 98178
585000.0,3.0,2.0,1670.0,4572.0,1.5,0.0,3.0,0.0,83,83,WA 98117
379000.0,2.0,1.0,800.0,6380.0,1.0,2.0,3.0,0.0,74,18,WA 98115
462000.0,3.0,1.75,1300.0,2580.0,1.0,0.0,5.0,480.0,95,80,WA 98115
606000.0,3.0,1.0,1500.0,3920.0,1.0,0.0,3.0,500.0,67,2,WA 98107
334000.0,4.0,2.5,2210.0,6080.0,1.0,2.0,4.0,800.0,49,49,WA 98178
360000.0,3.0,2.0,1270.0,1323.0,3.0,0.0,3.0,0.0,8,8,WA 98103
235000.0,2.0,1.0,1140.0,1730.0,1.5,0.0,3.0,130.0,7,7,WA 98126
355000.0,3.0,2.0,1220.0,1186.0,3.0,0.0,3.0,0.0,7,7,WA 98103
375000.0,2.0,2.5,750.0,1430.0,2.0,0.0,3.0,0.0,8,8,WA 98122
479000.0,3.0,1.0,1370.0,3000.0,1.5,0.0,3.0,0.0,90,3,WA 98103
501000.0,2.0,1.0,1010.0,4320.0,1.0,0.0,5.0,0.0,90,58,WA 98115
276000.0,3.0,1.0,1140.0,5000.0,1.0,0.0,3.0,0.0,54,2,WA 98106
468000.0,2.0,1.0,1160.0,6000.0,1.0,0.0,4.0,300.0,72,32,WA 98115
477000.0,4.0,2.75,1720.0,6270.0,2.0,0.0,3.0,0.0,36,36,WA 98118
529000.0,3.0,1.0,1210.0,3328.0,1.5,0.0,4.0,0.0,90,90,WA 98107
312000.0,3.0,1.5,1255.0,1374.0,3.0,0.0,3.0,0.0,10,11,WA 98125
326100.0,2.0,1.0,880.0,7683.0,1.0,0.0,3.0,0.0,72,15,WA 98177
360000.0,3.0,1.0,1050.0,9206.0,1.5,0.0,3.0,0.0,60,9,WA 98125
160000.0,2.0,1.0,1180.0,9350.0,1.0,0.0,3.0,0.0,96,96,WA 98178
1570000.0,4.0,3.75,3070.0,5850.0,2.0,0.0,5.0,670.0,87,87,WA 98112
400000.0,2.0,1.0,1470.0,6120.0,1.0,0.0,2.0,0.0,74,74,WA 98115
730001.0,3.0,2.0,1840.0,4750.0,1.0,0.0,5.0,830.0,63,63,WA 98117
751750.0,2.0,2.0,1880.0,5400.0,1.5,0.0,3.0,0.0,112,112,WA 98112
457500.0,3.0,1.75,1840.0,4030.0,1.0,0.0,5.0,790.0,89,89,WA 98108
535000.0,2.0,1.0,1040.0,5527.0,1.0,0.0,3.0,0.0,63,20,WA 98115
540000.0,4.0,4.25,1960.0,3565.0,2.0,0.0,3.0,0.0,74,11,WA 98116
525000.0,5.0,3.0,2750.0,3800.0,1.5,0.0,5.0,1000.0,88,88,WA 98115
1100000.0,3.0,2.75,2640.0,4050.0,1.5,0.0,5.0,890.0,88,88,WA 98112
499950.0,3.0,3.5,1820.0,1501.0,2.0,0.0,3.0,390.0,0,0,WA 98144
329000.0,3.0,1.0,1600.0,5952.0,1.0,0.0,4.0,450.0,50,50,WA 98106
435000.0,3.0,1.0,1270.0,4000.0,1.5,2.0,3.0,0.0,86,60,WA 98126
780000.0,3.0,3.0,2520.0,2152.0,1.5,0.0,3.0,960.0,89,8,WA 98119
345000.0,2.0,1.5,1180.0,844.0,2.0,0.0,3.0,190.0,9,9,WA 98144
967500.0,3.0,3.75,3250.0,5797.0,2.0,2.0,4.0,880.0,63,15,WA 98199
375000.0,3.0,1.5,2000.0,7294.0,1.0,0.0,3.0,480.0,49,21,WA 98118
994000.0,3.0,2.25,2510.0,6339.0,1.5,2.0,5.0,700.0,82,12,WA 98199
675000.0,3.0,2.5,2540.0,7680.0,2.0,1.0,4.0,0.0,74,13,WA 98177
280000.0,3.0,1.0,1200.0,6250.0,1.0,0.0,3.0,280.0,71,12,WA 98168
535000.0,4.0,2.5,2340.0,5600.0,2.0,0.0,3.0,0.0,93,1,WA 98146
427000.0,2.0,1.0,920.0,3780.0,1.0,0.0,3.0,0.0,104,8,WA 98103
405000.0,2.0,1.0,910.0,6490.0,1.0,0.0,3.0,0.0,72,15,WA 98115
480000.0,3.0,1.0,1150.0,4945.0,1.0,2.0,3.0,0.0,71,12,WA 98126
725000.0,3.0,1.5,2500.0,4774.0,1.5,2.0,3.0,1050.0,74,18,WA 98107
488000.0,3.0,2.5,1590.0,2550.0,3.0,0.0,3.0,0.0,29,29,WA 98117
460000.0,3.0,3.5,1600.0,1431.0,2.0,0.0,3.0,360.0,8,8,WA 98117
399950.0,3.0,3.0,1296.0,1051.0,3.0,0.0,3.0,0.0,5,5,WA 98125
370000.0,2.0,2.25,1280.0,835.0,2.0,0.0,3.0,200.0,5,5,WA 98118
495000.0,3.0,2.5,1750.0,1548.0,3.0,0.0,3.0,0.0,1,91,WA 98118
599000.0,4.0,2.75,2020.0,2750.0,1.0,0.0,3.0,1010.0,97,0,WA 98122
815000.0,4.0,2.25,2000.0,3800.0,2.0,0.0,3.0,0.0,13,13,WA 98115
740000.0,2.0,1.75,2080.0,4800.0,1.0,0.0,5.0,1000.0,91,91,WA 98117
925000.0,3.0,2.5,2690.0,7000.0,2.0,0.0,5.0,850.0,71,71,WA 98115
1285000.0,4.0,2.5,3240.0,10800.0,1.0,0.0,3.0,980.0,68,68,WA 98105
335000.0,4.0,2.0,1480.0,3132.0,1.0,0.0,5.0,740.0,104,104,WA 98108
840000.0,4.0,2.75,3040.0,2800.0,2.0,0.0,3.0,940.0,108,0,WA 98102
450000.0,3.0,1.0,1100.0,4600.0,1.0,0.0,3.0,0.0,97,5,WA 98116
681000.0,3.0,1.0,1700.0,6356.0,1.5,0.0,3.0,0.0,107,31,WA 98118
370000.0,3.0,1.0,800.0,2296.0,1.0,0.0,4.0,0.0,106,106,WA 98103
150000.0,3.0,1.0,820.0,7680.0,1.5,0.0,3.0,0.0,104,8,WA 98106
432500.0,3.0,1.75,1980.0,5100.0,1.0,0.0,3.0,710.0,49,21,WA 98103
820000.0,3.0,2.5,2510.0,5503.0,2.0,2.0,3.0,0.0,19,19,WA 98136
438750.0,3.0,1.75,1610.0,6480.0,1.0,0.0,4.0,0.0,67,26,WA 98125
1210000.0,4.0,2.75,3650.0,6982.0,2.0,2.0,4.0,1120.0,63,11,WA 98115
589000.0,3.0,1.0,1110.0,6000.0,1.5,0.0,5.0,0.0,82,12,WA 98199
590000.0,3.0,2.0,1650.0,6150.0,2.0,0.0,4.0,0.0,88,21,WA 98116
210000.0,2.0,1.5,880.0,1157.0,2.0,0.0,3.0,0.0,7,7,WA 98126
840500.0,3.0,2.0,2520.0,5400.0,1.5,0.0,4.0,1110.0,108,24,WA 98119
380000.0,3.0,2.0,1660.0,8281.0,1.0,0.0,3.0,0.0,65,16,WA 98136
355000.0,2.0,1.0,1270.0,3200.0,1.0,0.0,4.0,310.0,94,94,WA 98103
277000.0,4.0,1.0,1450.0,6250.0,1.0,0.0,3.0,460.0,50,14,WA 98146
270000.0,3.0,1.75,1300.0,4127.0,1.0,0.0,4.0,650.0,96,61,WA 98106
700000.0,2.0,1.75,2320.0,5500.0,1.5,2.0,3.0,600.0,89,14,WA 98144
635000.0,3.0,2.5,2300.0,5500.0,1.5,0.0,4.0,300.0,93,93,WA 98144
510250.0,3.0,1.75,1400.0,4000.0,1.0,0.0,3.0,530.0,63,20,WA 98117
960000.0,4.0,2.25,2410.0,4560.0,2.0,2.0,5.0,610.0,85,85,WA 98117
580000.0,5.0,2.0,1940.0,6000.0,1.0,0.0,5.0,970.0,69,69,WA 98115
285000.0,2.0,1.0,800.0,6240.0,1.0,0.0,3.0,0.0,60,9,WA 98125
840000.0,4.0,1.75,2330.0,4000.0,2.0,0.0,5.0,1030.0,90,58,WA 98105
474800.0,2.0,3.25,1400.0,1243.0,3.0,0.0,3.0,0.0,14,14,WA 98103
430000.0,3.0,3.75,3890.0,7140.0,1.0,2.0,3.0,1500.0,71,7,WA 98178
345000.0,2.0,1.0,1080.0,4000.0,1.0,0.0,3.0,0.0,74,18,WA 98117
875000.0,3.0,2.75,2280.0,4280.0,1.0,0.0,5.0,1000.0,97,97,WA 98103
325000.0,2.0,2.5,1050.0,1609.0,2.0,0.0,3.0,0.0,9,9,WA 98144
485000.0,4.0,1.0,1600.0,4300.0,1.5,0.0,4.0,0.0,98,98,WA 98103
535000.0,3.0,2.5,1360.0,1016.0,3.0,0.0,3.0,50.0,11,11,WA 98115
389000.0,2.0,1.0,910.0,7000.0,1.0,0.0,3.0,0.0,62,6,WA 98115
400000.0,4.0,1.5,1390.0,7200.0,1.0,0.0,3.0,250.0,49,21,WA 98133
820000.0,4.0,2.25,2280.0,6660.0,1.5,2.0,3.0,320.0,74,30,WA 98119
436500.0,2.0,1.0,1260.0,5000.0,1.0,0.0,3.0,220.0,63,20,WA 98117
680000.0,3.0,2.25,2330.0,4000.0,1.5,2.0,5.0,810.0,87,87,WA 98115
750500.0,5.0,3.0,2170.0,2440.0,1.5,0.0,4.0,720.0,103,48,WA 98105
550000.0,5.0,2.0,2450.0,9488.0,1.0,0.0,4.0,1210.0,114,59,WA 98133
619000.0,4.0,2.0,2300.0,3400.0,1.5,0.0,5.0,750.0,99,99,WA 98117
300000.0,2.0,1.0,820.0,3844.0,1.0,0.0,4.0,0.0,98,98,WA 98133
400000.0,4.0,2.75,1240.0,3867.0,1.0,0.0,3.0,440.0,27,14,WA 98125
450000.0,4.0,2.0,2240.0,7725.0,1.0,0.0,5.0,1120.0,58,58,WA 98106
595000.0,3.0,2.0,1480.0,5000.0,1.0,0.0,4.0,730.0,86,86,WA 98117
155000.0,3.0,1.0,1250.0,6250.0,1.0,0.0,2.0,220.0,65,65,WA 98108
529000.0,3.0,1.0,1590.0,6420.0,1.0,0.0,3.0,0.0,70,70,WA 98136
635200.0,4.0,1.75,1640.0,4240.0,1.0,0.0,5.0,720.0,93,93,WA 98117
540000.0,3.0,1.5,2600.0,5085.0,1.0,0.0,4.0,1200.0,74,13,WA 98126
402000.0,2.0,1.0,710.0,1173.0,2.0,0.0,4.0,0.0,71,71,WA 98102
329932.0,3.0,1.5,1460.0,5040.0,1.0,0.0,3.0,360.0,43,43,WA 98133
445000.0,4.0,1.75,1990.0,4725.0,1.5,0.0,4.0,800.0,70,70,WA 98126
395000.0,2.0,1.0,1320.0,1824.0,1.5,0.0,4.0,0.0,105,25,WA 98144
510000.0,3.0,1.5,2240.0,3800.0,2.0,0.0,3.0,870.0,85,85,WA 98115
685000.0,3.0,1.75,1940.0,7313.0,1.0,1.0,4.0,500.0,54,13,WA 98136
305000.0,2.0,2.25,1000.0,905.0,3.0,0.0,3.0,0.0,8,8,WA 98117
645000.0,3.0,3.25,1730.0,1229.0,2.0,2.0,3.0,410.0,6,6,WA 98119
385000.0,3.0,1.0,1220.0,4800.0,1.0,0.0,3.0,0.0,113,113,WA 98122
425000.0,3.0,1.75,1680.0,3000.0,1.0,2.0,4.0,840.0,114,43,WA 98103
369000.0,3.0,2.0,1550.0,8509.0,1.0,0.0,3.0,400.0,55,25,WA 98106
650000.0,2.0,2.5,1740.0,2500.0,2.0,2.0,3.0,530.0,20,20,WA 98112
299950.0,3.0,1.0,1210.0,9525.0,1.0,0.0,3.0,0.0,59,9,WA 98106
659000.0,4.0,2.5,3190.0,11375.0,1.0,0.0,5.0,980.0,68,68,WA 98125
490000.0,3.0,1.75,1920.0,5405.0,1.0,2.0,4.0,960.0,67,26,WA 98126
750000.0,3.0,1.75,1700.0,8400.0,1.0,0.0,3.0,240.0,67,2,WA 98199
700000.0,4.0,2.5,2310.0,3570.0,1.5,0.0,3.0,820.0,87,0,WA 98103
1365000.0,3.0,2.5,2090.0,6000.0,1.5,0.0,4.0,0.0,86,86,WA 98105
330000.0,2.0,2.5,1240.0,1546.0,2.0,0.0,3.0,0.0,7,7,WA 98108
560000.0,3.0,1.5,2000.0,7350.0,1.0,0.0,3.0,0.0,61,61,WA 98177
315000.0,3.0,2.0,1060.0,5750.0,1.0,0.0,3.0,0.0,33,1,WA 98126
399000.0,2.0,1.0,940.0,4800.0,1.0,0.0,4.0,0.0,103,59,WA 98116
280000.0,2.0,1.0,1880.0,7560.0,1.0,0.0,3.0,940.0,95,13,WA 98126
750000.0,4.0,2.75,2600.0,4674.0,1.0,0.0,3.0,1040.0,38,38,WA 98115
427000.0,5.0,2.75,2220.0,4000.0,1.0,0.0,3.0,990.0,41,1,WA 98144
735000.0,4.0,3.0,2840.0,4120.0,1.5,0.0,4.0,780.0,83,83,WA 98118
240000.0,3.0,2.0,1330.0,6000.0,1.0,0.0,4.0,700.0,114,43,WA 98108
645500.0,2.0,1.0,1890.0,5202.0,1.5,0.0,4.0,0.0,105,25,WA 98117
325000.0,3.0,1.75,2180.0,10230.0,1.0,0.0,4.0,1090.0,53,13,WA 98118
919204.0,4.0,3.5,3760.0,5000.0,2.0,0.0,3.0,900.0,0,0,WA 98117
615000.0,3.0,2.25,1760.0,1146.0,3.0,0.0,3.0,0.0,0,0,WA 98122
1505000.0,4.0,3.5,3480.0,7232.0,2.0,0.0,3.0,900.0,88,4,WA 98144
250000.0,1.0,1.0,750.0,4000.0,1.0,0.0,3.0,0.0,96,96,WA 98136
315000.0,3.0,1.0,960.0,6634.0,1.0,0.0,3.0,0.0,62,6,WA 98125
404000.0,3.0,1.5,2030.0,8880.0,1.0,0.0,3.0,700.0,51,6,WA 98108
285000.0,2.0,2.5,1380.0,1073.0,2.0,0.0,3.0,240.0,3,3,WA 98126
500000.0,3.0,2.0,1720.0,5525.0,1.0,2.0,5.0,760.0,73,73,WA 98108
380000.0,2.0,1.0,1210.0,4800.0,1.0,0.0,3.0,150.0,64,9,WA 98108
469000.0,3.0,1.0,950.0,4250.0,1.5,0.0,5.0,0.0,66,29,WA 98122
405000.0,2.0,1.75,1710.0,4234.0,2.0,0.0,3.0,380.0,94,35,WA 98136
629000.0,3.0,2.0,1760.0,5000.0,1.0,0.0,5.0,800.0,94,94,WA 98199
395000.0,1.0,1.0,730.0,3000.0,1.0,0.0,3.0,0.0,103,35,WA 98107
965000.0,4.0,2.5,2460.0,5000.0,2.0,0.0,5.0,840.0,76,76,WA 98112
